Unnamed: 0,Make,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,power_per_rpm,torque_per_rpm,Age
1506,Honda,700000,1000,Petrol,Manual,Delhi,White,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,0.0148333333333333,0.0229166666666666,0
1988,Mercedes-Benz,2500000,90000,Diesel,Automatic,Mumbai,Other,Second,Individual,2143.0,FWD,4424.0,1804.0,1494.0,5.0,50.0,0.0372222222222222,0.1875,4
445,Mercedes-Benz,2800000,20000,Diesel,Automatic,Mumbai,Red,First,Individual,2143.0,FWD,4630.0,1777.0,1432.0,5.0,56.0,0.0425,0.2142857142857142,4
1249,Hyundai,545000,43000,Other,Manual,Mumbai,Silver,First,Individual,1086.0,FWD,3610.0,1645.0,1560.0,5.0,60.0,0.0105454545454545,0.0186666666666666,3
387,MG,1550000,600,Petrol,Manual,Kolkata,Other,First,Individual,1498.0,FWD,4323.0,1809.0,1650.0,5.0,48.0,0.018,0.0327272727272727,0
1511,Mahindra,450000,95000,Diesel,Manual,Chandigarh,White,First,Individual,2179.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,0.03,0.1611111111111111,11
1906,MG,2100000,38500,Other,Automatic,Delhi,Blue,First,Individual,,FWD,4314.0,1809.0,1620.0,5.0,,,,2
1914,Mercedes-Benz,2690000,43323,Diesel,Automatic,Chandigarh,Silver,Second,Individual,2143.0,RWD,4879.0,1854.0,1474.0,5.0,80.0,0.0485714285714285,0.3125,6
305,Porsche,9300000,9000,Petrol,Automatic,Pune,Blue,First,Other,3436.0,AWD,4491.0,1852.0,1304.0,4.0,68.0,0.0439189189189189,0.0696428571428571,3
1425,Maruti Suzuki,245000,72000,Other,Manual,Faridabad,Silver,Second,Individual,796.0,FWD,3395.0,1490.0,1475.0,5.0,35.0,0.0078333333333333,0.0197142857142857,7
559,Maruti Suzuki,1025000,90000,Diesel,Manual,Hyderabad,White,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.1142857142857142,3
668,Audi,2400000,81802,Diesel,Automatic,Nashik,Blue,Second,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,0.05,0.2285714285714285,5
3,Toyota,799000,37500,Petrol,Manual,Mangalore,Red,First,Individual,1197.0,FWD,3995.0,1745.0,1510.0,5.0,37.0,0.0136666666666666,0.0269047619047619,3
1866,Hyundai,925000,925000,Diesel,Manual,Karnal,White,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,4
720,Hyundai,495000,47000,Petrol,Manual,Delhi,Silver,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,0.0135,0.0285,5
1185,Honda,585000,61000,Diesel,Manual,Ranchi,Grey,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.0275,0.1142857142857142,7
1272,Honda,540000,76000,Diesel,Manual,Agra,Red,First,Individual,1498.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.0275,0.1142857142857142,7
1766,MINI,5200000,0,Petrol,Automatic,Ahmedabad,Other,Other,Individual,1998.0,FWD,3850.0,1727.0,1414.0,4.0,44.0,0.0438461538461538,0.2206896551724138,0
649,Maruti Suzuki,345000,73190,Petrol,Manual,Nagpur,Grey,Second,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,0.0108064516129032,0.0257142857142857,6
447,Maruti Suzuki,285000,52000,Other,Manual,Mumbai,Brown,First,Individual,998.0,,3539.0,1475.0,1700.0,5.0,35.0,,,11
492,Mahindra,379000,88500,Diesel,Manual,Panchkula,White,Second,Individual,,,,,,,,,,10
572,Maruti Suzuki,770000,72040,Diesel,Automatic,Pune,Silver,First,Individual,1248.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,0.0185,0.095,3
833,Volvo,2100000,42000,Diesel,Automatic,Raipur,Red,First,Individual,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,0.0428571428571428,0.2333333333333333,4
1308,Maruti Suzuki,811000,44153,Diesel,Manual,Patna,White,First,Individual,1248.0,FWD,4395.0,1735.0,1690.0,7.0,45.0,0.02225,0.1142857142857142,4
1435,Maruti Suzuki,590000,77000,Diesel,Manual,Delhi,Silver,First,Individual,1598.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,0.0314666666666666,0.1828571428571428,6
838,Mercedes-Benz,5400000,50500,Diesel,Automatic,Dehradun,White,Third,Individual,2143.0,AWD,4819.0,2141.0,1796.0,5.0,93.0,0.0528947368421052,0.3125,4
942,Tata,740000,155000,Diesel,Manual,Hyderabad,Black,First,Individual,2179.0,RWD,4655.0,1965.0,1922.0,7.0,55.0,0.0345,0.188235294117647,7
104,Audi,1325000,98580,Diesel,Automatic,Goa,White,First,Individual,1968.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,0.0472,0.2171428571428571,10
363,Hyundai,1789999,46000,Petrol,Automatic,Delhi,Black,First,Individual,1999.0,FWD,4475.0,1850.0,1660.0,5.0,62.0,0.0246774193548387,0.048,4
945,Maruti Suzuki,465000,75000,Petrol,Manual,Mohali,White,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.0141666666666666,0.0285,8
2056,Ford,240000,73000,Petrol,Manual,Thane,Silver,First,Individual,1196.0,FWD,3795.0,1680.0,1427.0,5.0,45.0,0.0112,0.0255,9
1161,Jaguar,3600000,32000,Diesel,Automatic,Pune,Brown,Second,Individual,2993.0,RWD,5252.0,1899.0,1457.0,5.0,83.0,0.06775,0.3,8
1779,Audi,1975000,61000,Diesel,Automatic,Delhi,White,Second,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,0.05,0.2285714285714285,7
1673,Honda,250000,110000,Petrol,Automatic,Delhi,Grey,First,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,,,13
1931,Hyundai,225000,56000,Petrol,Manual,Meerut,Grey,First,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,0.01,0.01875,10
1617,Audi,1450000,58000,Diesel,Automatic,Delhi,Black,Second,Individual,1968.0,FWD,4915.0,1874.0,1455.0,5.0,65.0,0.0472,0.2171428571428571,8
887,Maruti Suzuki,390000,49580,Petrol,Manual,Coimbatore,White,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,0.0111666666666666,0.0257142857142857,8
1437,Hyundai,380000,57000,Petrol,Automatic,Kanpur,White,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.0131666666666666,1.90475,9
1232,Hyundai,850000,72000,Diesel,Manual,Ahmedabad,Red,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,6
1846,Tata,925000,28000,Diesel,Manual,Bangalore,Red,First,Individual,1497.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,0.0288,0.1733333333333333,5
1284,Honda,675000,74237,Petrol,Manual,Nashik,White,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,0.0148333333333333,0.0229166666666666,3
968,Hyundai,1070000,8800,Petrol,Manual,Delhi,White,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,0.0196666666666666,0.1146666666666666,1
816,Hyundai,2395000,44876,Diesel,Automatic,Bangalore,White,First,Individual,1995.0,FWD,4475.0,1850.0,1660.0,5.0,62.0,0.0455,0.2285714285714285,3
1049,Porsche,7500000,38000,Petrol,Automatic,Ahmedabad,Blue,First,Individual,2995.0,AWD,4696.0,1923.0,1624.0,5.0,65.0,0.0646296296296296,0.3529411764705882,2
532,Maruti Suzuki,350000,89445,Diesel,Manual,Hyderabad,Grey,First,Individual,1248.0,,3715.0,1680.0,1620.0,5.0,43.0,,,10
890,Maruti Suzuki,235000,35000,Other,Manual,Varanasi,Other,Second,Individual,998.0,FWD,3595.0,1475.0,1700.0,5.0,28.0,0.0074193548387096,0.0242857142857142,10
1534,Volkswagen,500000,62000,Diesel,Manual,Hyderabad,Brown,First,Individual,1498.0,FWD,3987.0,1698.0,1483.0,5.0,45.0,0.0211904761904761,0.1533333333333333,8
22,Hyundai,589000,13772,Petrol,Automatic,Bangalore,White,First,Individual,1086.0,FWD,3610.0,1645.0,1560.0,5.0,35.0,0.0123636363636363,0.022,4
164,Honda,250000,119300,Petrol,Automatic,Pune,Black,Third,Individual,2354.0,AWD,4630.0,1780.0,1710.0,5.0,58.0,,,16
1158,Renault,960000,24000,Diesel,Manual,Bangalore,Brown,First,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,0.0224,0.1052631578947368,4
1761,Tata,2200000,32000,Diesel,Manual,Patna,Other,First,Individual,2179.0,RWD,4655.0,1965.0,1922.0,7.0,63.0,0.0385,0.2285714285714285,1
742,BMW,8600000,21696,Diesel,Automatic,Mumbai,Blue,First,Individual,2993.0,AWD,4922.0,2004.0,1745.0,5.0,80.0,0.0655,0.4133333333333333,2
786,BMW,1375000,102000,Diesel,Automatic,Bangalore,White,Second,Individual,1995.0,RWD,4633.0,1811.0,1429.0,5.0,57.0,0.047,0.2285714285714285,9
1273,Maruti Suzuki,375000,120000,Diesel,Manual,Hyderabad,Silver,First,Individual,1248.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.0185,0.095,11
1479,Maruti Suzuki,391000,24000,Petrol,Manual,Patna,Silver,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,0.0111666666666666,0.0257142857142857,5
1982,Skoda,350000,130000,Diesel,Manual,Nashik,White,First,Individual,1598.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,0.0238636363636363,0.1,10
381,Honda,269000,85000,Petrol,Manual,Mohali,White,Second,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,,,13
1993,Maruti Suzuki,790000,50000,Diesel,Manual,Delhi,White,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.1142857142857142,5
1212,MG,1975000,18500,Diesel,Manual,Hyderabad,Red,First,Individual,1956.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,0.0450666666666666,0.2,1
824,Honda,100000,65494,Petrol,Manual,Ranchi,Other,First,Individual,,,,,,,,,,20
151,Maruti Suzuki,655000,38779,Petrol,Manual,Mumbai,Blue,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.0138333333333333,0.02875,6
514,Hyundai,775000,39000,Petrol,Manual,Mumbai,White,First,Individual,1197.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,0.0136666666666666,0.0273809523809523,2
1619,Mahindra,650000,104000,Diesel,Manual,Roorkee,White,First,Individual,2523.0,RWD,4456.0,1820.0,1930.0,8.0,60.0,0.0234375,0.1428571428571428,7
461,Audi,1350000,47706,Diesel,Automatic,Ranchi,Black,First,Individual,1968.0,AWD,4385.0,1831.0,1608.0,5.0,64.0,0.0414285714285714,0.2171428571428571,7
1571,Honda,675000,25000,Petrol,Manual,Delhi,White,First,Individual,1199.0,FWD,3995.0,1695.0,1501.0,5.0,35.0,0.0148333333333333,0.0229166666666666,2
1288,Maruti Suzuki,297000,84000,Diesel,Manual,Delhi,White,First,Individual,1248.0,FWD,4490.0,1735.0,1560.0,5.0,50.0,0.02225,0.1142857142857142,9
365,Audi,4000000,39394,Petrol,Automatic,Jaipur,White,Second,Individual,1984.0,AWD,4198.0,1842.0,1353.0,2.0,60.0,0.0483720930232558,0.21875,8
1944,Mahindra,875000,70000,Diesel,Manual,Dak. Kannada,White,Second,Individual,1493.0,RWD,3995.0,1745.0,1880.0,7.0,,0.0194444444444444,0.1392857142857143,3
172,Skoda,499000,88000,Diesel,Automatic,Pune,Black,Second,Individual,1498.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,0.0234090909090909,0.1666666666666666,8
1614,Maruti Suzuki,865000,53694,Diesel,Manual,Pune,Grey,Second,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.1142857142857142,4
1487,MINI,1950000,24000,Diesel,Automatic,Ludhiana,Red,Second,Individual,1496.0,FWD,3982.0,1727.0,1425.0,5.0,44.0,0.0285,0.1542857142857142,8
513,Mercedes-Benz,4275000,31000,Diesel,Automatic,Delhi,Blue,First,Individual,1950.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.0505263157894736,0.25,3
1449,BMW,1295000,56000,Diesel,Automatic,Mumbai,Grey,First,Individual,1995.0,RWD,4899.0,2094.0,1464.0,5.0,,0.0493181818181818,0.3,11
229,Toyota,1580000,115000,Diesel,Automatic,Delhi,Other,First,Individual,2755.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,0.0505882352941176,0.3,4
1833,Kia,1575000,63000,Diesel,Automatic,Ahmedabad,White,First,Individual,1493.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,0.02825,0.1666666666666666,2
1493,Mercedes-Benz,975000,102000,Diesel,Automatic,Jalandhar,White,First,Individual,2143.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,0.0404761904761904,0.1428571428571428,9
1434,Tata,575000,72000,Diesel,Manual,Ahmedabad,White,Second,Individual,2179.0,RWD,4655.0,1965.0,1922.0,7.0,55.0,0.0345,0.188235294117647,9
1687,Land Rover,4575000,50000,Diesel,Automatic,Karnal,Blue,First,Individual,2179.0,AWD,4600.0,2069.0,1724.0,7.0,65.0,0.0537142857142857,0.24,3
1304,Mahindra,944999,88000,Diesel,Manual,Hyderabad,White,First,Individual,1493.0,RWD,3995.0,1795.0,1817.0,7.0,60.0,0.0266666666666666,0.15,3
1562,Hyundai,725000,36597,Petrol,Manual,Hyderabad,Red,Second,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,0.0136666666666666,0.02875,5
946,Fiat,375000,71000,Diesel,Manual,Hyderabad,Maroon,First,Individual,1248.0,FWD,3987.0,1687.0,1495.0,5.0,45.0,0.01875,0.1125714285714285,8
80,Mercedes-Benz,1100000,51500,Diesel,Automatic,Hyderabad,Black,Second,Individual,2143.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,,,11
952,Honda,1050000,29386,Petrol,Automatic,Bangalore,Silver,Second,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.0177272727272727,0.0315217391304347,5
1665,Honda,650000,42000,Petrol,Manual,Delhi,White,First,Individual,1198.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,0.0145,0.0242222222222222,3
1149,Land Rover,4700000,22000,Diesel,Automatic,Delhi,Red,Second,Individual,1999.0,AWD,4988.0,2220.0,1846.0,5.0,,0.05925,0.3071428571428571,2
438,Maruti Suzuki,770000,112000,Diesel,Manual,Chennai,Other,First,Individual,1248.0,FWD,4265.0,1695.0,1685.0,7.0,45.0,0.02225,0.1142857142857142,7
157,Toyota,2900000,46000,Diesel,Automatic,Delhi,White,First,Individual,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,0.0511764705882352,0.28125,5
479,Mercedes-Benz,6400000,5500,Diesel,Automatic,Hyderabad,White,Other,Individual,1950.0,AWD,4658.0,1890.0,1644.0,5.0,66.0,0.0505263157894736,0.25,0
186,Maruti Suzuki,430000,5790,Petrol,Manual,Hyderabad,Silver,First,Individual,998.0,FWD,3565.0,1520.0,1564.0,5.0,27.0,0.0121818181818181,0.0257142857142857,2
941,Maruti Suzuki,545000,22000,Petrol,Automatic,Delhi,Blue,First,Individual,1197.0,FWD,3700.0,1690.0,1595.0,5.0,32.0,0.0136666666666666,0.0269047619047619,5
763,Maruti Suzuki,775000,80849,Diesel,Manual,Hyderabad,White,First,Individual,1248.0,FWD,3840.0,1735.0,1530.0,5.0,37.0,0.0185,0.095,3
1058,Maruti Suzuki,310000,67738,Other,Manual,Delhi,White,Second,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,0.0093548387096774,0.022,7
1401,Hyundai,250000,25000,Petrol,Manual,Meerut,White,First,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,0.01,0.01875,8
802,Hyundai,869999,70000,Diesel,Manual,Kanpur,White,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,0.0315,0.1394736842105263,5
1528,Hyundai,250000,64000,Petrol,Manual,Lucknow,Grey,First,Individual,1197.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.0131666666666666,1.90475,11
1546,Maruti Suzuki,409999,55000,Petrol,Manual,Delhi,Grey,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.0141666666666666,0.0285,8
1337,Hyundai,141000,56400,Petrol,Manual,Jamshedpur,Silver,Third,Individual,1086.0,FWD,3565.0,1525.0,1590.0,5.0,35.0,0.0112727272727272,0.032,13
1589,Maruti Suzuki,400000,65000,Diesel,Manual,Delhi,Silver,Second,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.0185,0.095,7
722,Honda,250000,70000,Petrol,Manual,Dehradun,Grey,First,Individual,,,,,,,,,,9
177,Maruti Suzuki,350000,45000,Petrol,Manual,Pune,White,First,Individual,998.0,,3539.0,1495.0,1700.0,5.0,35.0,,,9
197,BMW,5600000,40937,Diesel,Automatic,Chennai,White,First,Individual,2993.0,RWD,4899.0,2094.0,1464.0,5.0,65.0,0.0645,0.3733333333333333,4
1241,Skoda,3199000,6900,Diesel,Automatic,Delhi,Grey,First,Individual,1968.0,FWD,4861.0,1864.0,1483.0,5.0,66.0,0.0483333333333333,0.2333333333333333,3
1920,Toyota,3200000,110000,Diesel,Automatic,Chandigarh,Grey,First,Individual,2755.0,AWD,4795.0,1855.0,1835.0,7.0,80.0,0.0511764705882352,0.28125,5
1467,Maruti Suzuki,990000,54572,Diesel,Manual,Jaipur,White,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.1142857142857142,3
719,Skoda,745000,117048,Diesel,Manual,Hyderabad,Silver,First,Individual,1598.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,0.0238636363636363,0.1,6
1698,Hyundai,250000,48568,Petrol,Manual,Mumbai,White,First,Individual,1086.0,FWD,3585.0,1595.0,1550.0,5.0,35.0,0.0123636363636363,0.0017777777777777,10
1093,Maruti Suzuki,421000,69000,Petrol,Manual,Faridabad,Grey,First,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,0.0138333333333333,0.02875,5
1085,Maruti Suzuki,250000,68000,Petrol,Manual,Kanpur,White,First,Individual,998.0,,3539.0,1495.0,1700.0,5.0,35.0,,,10
1497,Hyundai,700000,25000,Petrol,Manual,Patna,White,First,Individual,1197.0,FWD,3995.0,1775.0,1505.0,5.0,37.0,0.0136666666666666,0.0273809523809523,2
2012,BMW,6200000,39000,Diesel,Automatic,Ahmedabad,White,First,Individual,1995.0,AWD,4657.0,1881.0,1678.0,5.0,67.0,0.0475,0.2285714285714285,1
1989,Maruti Suzuki,260000,89000,Other,Manual,Lucknow,Silver,First,Individual,998.0,,3539.0,1475.0,1700.0,5.0,35.0,,,9
1857,Honda,365000,58424,Petrol,Manual,Hyderabad,Other,First,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,,,12
850,Mahindra,365000,90000,Diesel,Manual,Lucknow,Other,Second,Individual,2179.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,0.03,0.1611111111111111,13
341,Porsche,5350000,55700,Diesel,Automatic,Navi Mumbai,Silver,First,Other,2967.0,AWD,4855.0,1939.0,1705.0,5.0,85.0,0.0634210526315789,0.3142857142857143,6
1214,Maruti Suzuki,695000,46027,Petrol,Manual,Hyderabad,Blue,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,0.0138333333333333,0.02875,3
1781,Mercedes-Benz,3500000,55000,Diesel,Automatic,Pune,Black,Second,Individual,1950.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.0505263157894736,0.25,3
949,Mercedes-Benz,5250000,28079,Diesel,Automatic,Mumbai,Blue,First,Individual,1950.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.0573809523809523,0.3125,2
482,Honda,1390000,32000,Petrol,Automatic,Delhi,Brown,First,Individual,1498.0,FWD,4549.0,1748.0,1489.0,5.0,40.0,0.018030303030303,0.0337209302325581,0
1175,Hyundai,1125000,40000,Diesel,Manual,Ludhiana,White,First,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,3
723,Mercedes-Benz,2850000,7000,Diesel,Automatic,Delhi,White,First,Individual,2143.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,0.056,0.2857142857142857,6
1088,Hyundai,1100000,65954,Diesel,Manual,Pune,Red,First,Individual,1582.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,0.0315,0.1733333333333333,4
397,Mercedes-Benz,7350000,17000,Diesel,Automatic,Surat,Grey,First,Individual,1950.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,0.0505263157894736,0.25,0
2027,Hyundai,275000,34000,Petrol,Manual,Pune,Blue,First,Individual,814.0,FWD,3495.0,1550.0,1500.0,5.0,32.0,0.01,0.01875,9
498,Maruti Suzuki,825000,22000,Petrol,Manual,Raipur,Blue,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,0.0138333333333333,0.02875,1
704,Honda,585000,24100,Petrol,Manual,Mumbai,Silver,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,0.0148333333333333,0.0229166666666666,5
431,Maruti Suzuki,425000,41624,Petrol,Automatic,Pune,White,Second,Individual,998.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,0.0111666666666666,0.0257142857142857,5
699,Hyundai,225000,140000,Diesel,Manual,Yamunanagar,Silver,Third,Individual,1991.0,FWD,4800.0,1832.0,1485.0,5.0,70.0,,,13
1379,Maruti Suzuki,620000,64906,Diesel,Manual,Varanasi,Grey,First,Individual,1248.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,0.02225,0.1142857142857142,6
1378,Kia,2950000,72000,Diesel,Automatic,Chandigarh,White,First,Individual,2199.0,FWD,5115.0,1985.0,1755.0,7.0,60.0,0.0518421052631579,0.2514285714285714,2
300,BMW,1090000,65000,Diesel,Automatic,Delhi,Silver,Second,Individual,1995.0,AWD,4648.0,1881.0,1661.0,5.0,67.0,0.046,0.2171428571428571,10
30,Hyundai,990000,24013,Petrol,Manual,Mumbai,Blue,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,0.0196666666666666,0.1146666666666666,2
276,BMW,1195000,74000,Diesel,Automatic,Mumbai,Silver,Second,Individual,2497.0,,4841.0,1846.0,1468.0,5.0,70.0,,,12
282,Maruti Suzuki,270000,54420,Petrol,Manual,Jamshedpur,Silver,First,Individual,998.0,FWD,3620.0,1475.0,1460.0,5.0,35.0,0.0108064516129032,0.0257142857142857,8
358,Maruti Suzuki,875000,82000,Diesel,Manual,Ahmedabad,White,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,0.02225,0.1142857142857142,4
1510,Kia,1350000,79000,Diesel,Manual,Ludhiana,Grey,Second,Individual,1493.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,0.02825,0.1666666666666666,3
706,Maruti Suzuki,295000,185000,Diesel,Manual,Coimbatore,Grey,First,Individual,1248.0,FWD,3760.0,1690.0,1530.0,5.0,43.0,,,13
52,Renault,470000,11183,Petrol,Automatic,Mumbai,Silver,First,Individual,999.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,0.0121818181818181,0.0214117647058823,3
718,Audi,2600000,64000,Diesel,Automatic,Chennai,Blue,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,0.0402857142857142,0.1828571428571428,5
1145,Mercedes-Benz,3400000,50000,Diesel,Automatic,Delhi,Blue,First,Individual,2143.0,AWD,4656.0,1890.0,1639.0,5.0,66.0,0.056,0.2857142857142857,4
441,Honda,840000,34000,Petrol,Manual,Delhi,White,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,0.0177272727272727,0.0315217391304347,3
1937,Maruti Suzuki,450000,48000,Petrol,Automatic,Mumbai,Silver,First,Individual,998.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,0.0111666666666666,0.0257142857142857,8
1328,Hyundai,1075000,28000,Petrol,Automatic,Chennai,Blue,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,0.0196666666666666,0.1146666666666666,3
820,Maruti Suzuki,642000,53693,Other,Manual,Mumbai,Other,First,Individual,1373.0,FWD,4265.0,1695.0,1685.0,7.0,60.0,0.0136666666666666,0.0275,8
2045,Maruti Suzuki,365000,75693,Other,Manual,Pune,Grey,Second,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,0.0093548387096774,0.022,8
467,Maruti Suzuki,445000,67580,Other,Manual,Pune,White,First,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,0.0093548387096774,0.022,7
1173,Maruti Suzuki,540000,22000,Petrol,Manual,Gorakhpur,White,First,Individual,,,3655.0,1620.0,1675.0,5.0,32.0,,,1
411,Hyundai,315000,45000,Petrol,Manual,Chennai,Grey,First,Individual,998.0,FWD,3515.0,1500.0,1510.0,5.0,32.0,0.0109677419354838,0.0268571428571428,9
678,Honda,819999,42000,Petrol,Manual,Chennai,Maroon,First,Individual,1199.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,0.0148333333333333,0.0229166666666666,4
1659,Toyota,299000,90000,Diesel,Manual,Bulandshahar,Blue,Third,Individual,1364.0,FWD,4265.0,1695.0,1510.0,5.0,45.0,0.0188888888888888,0.0708333333333333,9
1051,Maruti Suzuki,390000,66794,Petrol,Manual,Kolkata,Other,First,Individual,998.0,FWD,3599.0,1495.0,1700.0,5.0,35.0,0.0108064516129032,0.0257142857142857,4
1317,Hyundai,495000,46000,Other,Manual,Agra,Silver,First,Individual,1086.0,FWD,3610.0,1645.0,1560.0,5.0,60.0,0.0105454545454545,0.0186666666666666,3
373,Ford,445000,38985,Diesel,Manual,Noida,Silver,First,Individual,1498.0,FWD,3998.0,1765.0,1647.0,5.0,52.0,0.0264,0.1171428571428571,8
20,Maruti Suzuki,470000,2169,Petrol,Automatic,Mumbai,Grey,First,Individual,998.0,FWD,3565.0,1520.0,1564.0,5.0,27.0,0.0121818181818181,0.0257142857142857,2
1247,Mercedes-Benz,1250000,78000,Diesel,Automatic,Mohali,White,First,Individual,2143.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,0.0404761904761904,0.1428571428571428,10
152,Mercedes-Benz,4500000,72000,Diesel,Automatic,Pune,White,First,Individual,1950.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,0.0505263157894736,0.25,3
1591,Mahindra,965000,27000,Diesel,Manual,Delhi,Black,First,Individual,1497.0,FWD,3995.0,1821.0,1627.0,5.0,42.0,0.0306666666666666,0.2,1
1945,Hyundai,595000,65123,Diesel,Manual,Patna,Black,First,Individual,1582.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,0.0315,0.1368421052631579,8
1331,Nissan,445000,75000,Diesel,Manual,Delhi,White,First,Individual,1461.0,FWD,4331.0,1822.0,1671.0,5.0,50.0,0.0224,0.1052631578947368,8
776,Audi,5500000,45000,Diesel,Automatic,Mumbai,White,First,Individual,2967.0,AWD,5052.0,1968.0,1740.0,7.0,75.0,0.0841924398625429,0.4,5
1108,Maruti Suzuki,775000,39000,Petrol,Automatic,Mumbai,Red,First,Individual,1197.0,FWD,3995.0,1745.0,1510.0,5.0,37.0,0.0136666666666666,0.0269047619047619,4
